frameNum="0" vmaf="95.853394"
frameNum="30" vmaf="98.766636"
frameNum="60" vmaf="97.449994"
frameNum="90" vmaf="97.674137"
frameNum="120" vmaf="96.798212"
frameNum="150" vmaf="95.813482"
frameNum="180" vmaf="96.353807"
frameNum="210" vmaf="97.754616"
frameNum="240" vmaf="97.945301"
frameNum="270" vmaf="99.076206"
frameNum="300" vmaf="96.665142"
frameNum="330" vmaf="96.973478"
frameNum="360" vmaf="97.207823"
frameNum="390" vmaf="96.829668"
frameNum="420" vmaf="97.080149"
frameNum="450" vmaf="97.314750"
frameNum="480" vmaf="96.976954"
frameNum="510" vmaf="99.118159"
frameNum="540" vmaf="99.370371"
frameNum="570" vmaf="99.718716"
