frameNum="0" vmaf="95.399404"
frameNum="2" vmaf="100.000000"
frameNum="4" vmaf="100.000000"
frameNum="6" vmaf="100.000000"
frameNum="8" vmaf="100.000000"
frameNum="10" vmaf="100.000000"
frameNum="12" vmaf="99.937858"
frameNum="14" vmaf="100.000000"
frameNum="16" vmaf="99.103800"
frameNum="18" vmaf="99.450985"
frameNum="20" vmaf="99.145925"
frameNum="22" vmaf="98.641736"
frameNum="24" vmaf="98.287209"
frameNum="26" vmaf="98.106342"
frameNum="28" vmaf="97.682793"
frameNum="30" vmaf="97.880428"
frameNum="32" vmaf="98.217237"
frameNum="34" vmaf="98.053020"
frameNum="36" vmaf="98.012573"
frameNum="38" vmaf="96.478472"
frameNum="40" vmaf="97.765153"
frameNum="42" vmaf="97.620923"
frameNum="44" vmaf="97.473009"
frameNum="46" vmaf="97.275925"
frameNum="48" vmaf="97.597854"
frameNum="50" vmaf="97.619590"
frameNum="52" vmaf="97.205268"
frameNum="54" vmaf="97.134300"
frameNum="56" vmaf="96.744111"
frameNum="58" vmaf="96.900601"
frameNum="60" vmaf="97.223106"
frameNum="62" vmaf="96.847722"
frameNum="64" vmaf="97.066599"
frameNum="66" vmaf="96.828065"
frameNum="68" vmaf="96.486771"
frameNum="70" vmaf="96.643700"
frameNum="72" vmaf="96.812852"
frameNum="74" vmaf="97.055765"
frameNum="76" vmaf="96.621031"
frameNum="78" vmaf="96.166166"
frameNum="80" vmaf="95.956911"
frameNum="82" vmaf="100.000000"
frameNum="84" vmaf="100.000000"
frameNum="86" vmaf="99.979466"
frameNum="88" vmaf="100.000000"
frameNum="90" vmaf="99.786077"
frameNum="92" vmaf="100.000000"
frameNum="94" vmaf="100.000000"
frameNum="96" vmaf="98.664693"
frameNum="98" vmaf="98.558525"
frameNum="100" vmaf="97.580942"
frameNum="102" vmaf="95.678580"
frameNum="104" vmaf="96.488514"
frameNum="106" vmaf="95.048885"
frameNum="108" vmaf="95.983416"
frameNum="110" vmaf="95.989205"
frameNum="112" vmaf="94.414296"
frameNum="114" vmaf="95.061191"
frameNum="116" vmaf="94.219582"
frameNum="118" vmaf="96.269259"
frameNum="120" vmaf="94.991706"
frameNum="122" vmaf="94.984950"
frameNum="124" vmaf="95.303348"
frameNum="126" vmaf="94.798939"
frameNum="128" vmaf="95.285605"
frameNum="130" vmaf="95.275027"
frameNum="132" vmaf="94.732197"
frameNum="134" vmaf="94.920897"
frameNum="136" vmaf="95.376738"
frameNum="138" vmaf="94.762730"
frameNum="140" vmaf="94.830783"
frameNum="142" vmaf="93.886162"
frameNum="144" vmaf="94.623915"
frameNum="146" vmaf="94.970645"
frameNum="148" vmaf="95.364463"
frameNum="150" vmaf="93.254729"
frameNum="152" vmaf="93.172599"
frameNum="154" vmaf="92.545587"
frameNum="156" vmaf="93.207470"
frameNum="158" vmaf="92.178382"
frameNum="160" vmaf="92.364884"
frameNum="162" vmaf="91.836264"
frameNum="164" vmaf="91.970282"
frameNum="166" vmaf="91.545120"
frameNum="168" vmaf="92.226367"
frameNum="170" vmaf="93.377195"
frameNum="172" vmaf="92.844755"
frameNum="174" vmaf="92.858704"
frameNum="176" vmaf="92.356928"
frameNum="178" vmaf="91.311639"
frameNum="180" vmaf="83.327475"
frameNum="182" vmaf="79.998069"
frameNum="184" vmaf="80.907814"
frameNum="186" vmaf="83.448329"
frameNum="188" vmaf="85.950004"
frameNum="190" vmaf="86.493897"
frameNum="192" vmaf="84.533176"
frameNum="194" vmaf="84.251601"
frameNum="196" vmaf="85.679091"
frameNum="198" vmaf="90.008077"
frameNum="200" vmaf="90.584438"
frameNum="202" vmaf="89.302219"
frameNum="204" vmaf="88.562856"
frameNum="206" vmaf="86.770711"
frameNum="208" vmaf="90.857939"
frameNum="210" vmaf="91.623289"
frameNum="212" vmaf="89.233437"
frameNum="214" vmaf="88.766103"
frameNum="216" vmaf="87.529111"
frameNum="218" vmaf="91.496856"
frameNum="220" vmaf="90.840029"
frameNum="222" vmaf="88.954682"
frameNum="224" vmaf="88.351683"
frameNum="226" vmaf="86.974099"
frameNum="228" vmaf="90.903059"
frameNum="230" vmaf="91.059229"
frameNum="232" vmaf="88.972696"
frameNum="234" vmaf="88.405707"
frameNum="236" vmaf="86.504772"
frameNum="238" vmaf="90.533868"
frameNum="240" vmaf="91.443858"
frameNum="242" vmaf="88.793048"
frameNum="244" vmaf="88.445147"
frameNum="246" vmaf="88.516439"
frameNum="248" vmaf="91.580594"
frameNum="250" vmaf="94.251980"
frameNum="252" vmaf="91.640439"
frameNum="254" vmaf="90.649466"
frameNum="256" vmaf="87.847918"
frameNum="258" vmaf="92.258883"
frameNum="260" vmaf="91.166588"
frameNum="262" vmaf="90.419456"
frameNum="264" vmaf="88.370607"
frameNum="266" vmaf="88.181932"
frameNum="268" vmaf="91.167165"
frameNum="270" vmaf="91.169823"
