frameNum="0" vmaf="96.153727"
frameNum="2" vmaf="96.073053"
frameNum="4" vmaf="95.617610"
frameNum="6" vmaf="95.889590"
frameNum="8" vmaf="95.716702"
frameNum="10" vmaf="95.834901"
frameNum="12" vmaf="95.425418"
frameNum="14" vmaf="95.662751"
frameNum="16" vmaf="95.453940"
frameNum="18" vmaf="95.356814"
frameNum="20" vmaf="95.368898"
frameNum="22" vmaf="95.574663"
frameNum="24" vmaf="95.442374"
frameNum="26" vmaf="95.594363"
frameNum="28" vmaf="95.374337"
frameNum="30" vmaf="95.632209"
frameNum="32" vmaf="95.328820"
frameNum="34" vmaf="95.504846"
frameNum="36" vmaf="95.266217"
frameNum="38" vmaf="95.300322"
frameNum="40" vmaf="94.929896"
frameNum="42" vmaf="94.974570"
frameNum="44" vmaf="94.850041"
frameNum="46" vmaf="95.300019"
frameNum="48" vmaf="95.121810"
frameNum="50" vmaf="94.790666"
frameNum="52" vmaf="95.152261"
frameNum="54" vmaf="94.569917"
frameNum="56" vmaf="94.893609"
frameNum="58" vmaf="95.962103"
frameNum="60" vmaf="95.819101"
frameNum="62" vmaf="95.889296"
frameNum="64" vmaf="95.799567"
frameNum="66" vmaf="95.740513"
frameNum="68" vmaf="96.009540"
frameNum="70" vmaf="96.111973"
frameNum="72" vmaf="96.191914"
frameNum="74" vmaf="96.066566"
frameNum="76" vmaf="95.967966"
frameNum="78" vmaf="96.150881"
frameNum="80" vmaf="96.060427"
frameNum="82" vmaf="95.907348"
frameNum="84" vmaf="95.834008"
frameNum="86" vmaf="95.871200"
frameNum="88" vmaf="95.804023"
frameNum="90" vmaf="95.870243"
frameNum="92" vmaf="96.052551"
frameNum="94" vmaf="96.053287"
frameNum="96" vmaf="96.098110"
frameNum="98" vmaf="96.091696"
frameNum="100" vmaf="96.225167"
frameNum="102" vmaf="96.480286"
frameNum="104" vmaf="96.452241"
frameNum="106" vmaf="96.386037"
frameNum="108" vmaf="96.159815"
frameNum="110" vmaf="96.321232"
frameNum="112" vmaf="96.399137"
frameNum="114" vmaf="96.685566"
frameNum="116" vmaf="96.208614"
frameNum="118" vmaf="96.278384"
frameNum="120" vmaf="96.437099"
frameNum="122" vmaf="96.185048"
frameNum="124" vmaf="96.559537"
frameNum="126" vmaf="96.436409"
frameNum="128" vmaf="96.190288"
frameNum="130" vmaf="96.248430"
frameNum="132" vmaf="96.373538"
frameNum="134" vmaf="96.322453"
frameNum="136" vmaf="96.606121"
frameNum="138" vmaf="96.256197"
frameNum="140" vmaf="95.660784"
frameNum="142" vmaf="95.658476"
frameNum="144" vmaf="95.650271"
frameNum="146" vmaf="95.698776"
frameNum="148" vmaf="95.820799"
frameNum="150" vmaf="95.988480"
frameNum="152" vmaf="96.185632"
frameNum="154" vmaf="96.157694"
frameNum="156" vmaf="96.268512"
frameNum="158" vmaf="95.958145"
frameNum="160" vmaf="95.612187"
frameNum="162" vmaf="95.520677"
frameNum="164" vmaf="95.585053"
frameNum="166" vmaf="95.816734"
frameNum="168" vmaf="95.854251"
frameNum="170" vmaf="96.040011"
frameNum="172" vmaf="96.179332"
frameNum="174" vmaf="96.017634"
frameNum="176" vmaf="95.850933"
frameNum="178" vmaf="95.998855"
frameNum="180" vmaf="96.115720"
frameNum="182" vmaf="96.295598"
frameNum="184" vmaf="96.170328"
frameNum="186" vmaf="96.180733"
frameNum="188" vmaf="96.264920"
frameNum="190" vmaf="96.306704"
frameNum="192" vmaf="96.461492"
frameNum="194" vmaf="96.388008"
frameNum="196" vmaf="96.062899"
frameNum="198" vmaf="95.858054"
frameNum="200" vmaf="95.889265"
frameNum="202" vmaf="95.775392"
frameNum="204" vmaf="96.051899"
frameNum="206" vmaf="96.140391"
frameNum="208" vmaf="96.472099"
frameNum="210" vmaf="96.411133"
frameNum="212" vmaf="96.492834"
frameNum="214" vmaf="96.047886"
frameNum="216" vmaf="95.893552"
frameNum="218" vmaf="95.842453"
frameNum="220" vmaf="96.090509"
frameNum="222" vmaf="95.910994"
frameNum="224" vmaf="95.861990"
frameNum="226" vmaf="95.835188"
frameNum="228" vmaf="95.928408"
frameNum="230" vmaf="95.967038"
frameNum="232" vmaf="95.901108"
frameNum="234" vmaf="95.743971"
frameNum="236" vmaf="95.687945"
frameNum="238" vmaf="95.911126"
frameNum="240" vmaf="95.910584"
frameNum="242" vmaf="95.822263"
frameNum="244" vmaf="95.973502"
frameNum="246" vmaf="96.248279"
frameNum="248" vmaf="96.111720"
frameNum="250" vmaf="96.987629"
frameNum="252" vmaf="96.218158"
frameNum="254" vmaf="96.369318"
frameNum="256" vmaf="95.728025"
frameNum="258" vmaf="95.765147"
frameNum="260" vmaf="95.831327"
frameNum="262" vmaf="95.912666"
frameNum="264" vmaf="96.146346"
frameNum="266" vmaf="96.077863"
frameNum="268" vmaf="96.263335"
frameNum="270" vmaf="96.170296"
frameNum="272" vmaf="96.271609"
frameNum="274" vmaf="96.187442"
frameNum="276" vmaf="96.367318"
frameNum="278" vmaf="96.292249"
frameNum="280" vmaf="96.410367"
frameNum="282" vmaf="96.049508"
frameNum="284" vmaf="96.064146"
frameNum="286" vmaf="96.024201"
frameNum="288" vmaf="96.295958"
frameNum="290" vmaf="96.200065"
frameNum="292" vmaf="96.279082"
frameNum="294" vmaf="96.193909"
frameNum="296" vmaf="96.071571"
frameNum="298" vmaf="96.132774"
frameNum="300" vmaf="96.314200"
frameNum="302" vmaf="96.449748"
frameNum="304" vmaf="96.173345"
frameNum="306" vmaf="96.008798"
frameNum="308" vmaf="95.761463"
frameNum="310" vmaf="95.817843"
frameNum="312" vmaf="95.696646"
frameNum="314" vmaf="96.147330"
frameNum="316" vmaf="95.910815"
frameNum="318" vmaf="95.643864"
frameNum="320" vmaf="95.837458"
frameNum="322" vmaf="96.149795"
frameNum="324" vmaf="95.894331"
frameNum="326" vmaf="96.117297"
frameNum="328" vmaf="95.924514"
frameNum="330" vmaf="96.009307"
frameNum="332" vmaf="95.916611"
frameNum="334" vmaf="96.014833"
frameNum="336" vmaf="95.843373"
frameNum="338" vmaf="96.207702"
frameNum="340" vmaf="96.029611"
frameNum="342" vmaf="96.060530"
frameNum="344" vmaf="96.048331"
frameNum="346" vmaf="95.962198"
frameNum="348" vmaf="96.067672"
frameNum="350" vmaf="95.944246"
frameNum="352" vmaf="96.134738"
frameNum="354" vmaf="96.096956"
frameNum="356" vmaf="96.048848"
frameNum="358" vmaf="95.905378"
frameNum="360" vmaf="95.977039"
frameNum="362" vmaf="96.022838"
frameNum="364" vmaf="95.941706"
frameNum="366" vmaf="95.959515"
frameNum="368" vmaf="96.011402"
frameNum="370" vmaf="96.200387"
frameNum="372" vmaf="96.181119"
frameNum="374" vmaf="96.101638"
frameNum="376" vmaf="96.205928"
frameNum="378" vmaf="96.116053"
frameNum="380" vmaf="96.147578"
frameNum="382" vmaf="96.419440"
frameNum="384" vmaf="95.976168"
frameNum="386" vmaf="95.586454"
frameNum="388" vmaf="95.858887"
frameNum="390" vmaf="95.465351"
frameNum="392" vmaf="95.683955"
frameNum="394" vmaf="95.728850"
frameNum="396" vmaf="95.574975"
frameNum="398" vmaf="95.672709"
frameNum="400" vmaf="95.686009"
frameNum="402" vmaf="95.763186"
frameNum="404" vmaf="95.620524"
frameNum="406" vmaf="95.512425"
frameNum="408" vmaf="95.663618"
frameNum="410" vmaf="95.693953"
frameNum="412" vmaf="95.666442"
frameNum="414" vmaf="95.577703"
frameNum="416" vmaf="95.722151"
frameNum="418" vmaf="95.622201"
frameNum="420" vmaf="96.229537"
frameNum="422" vmaf="95.603545"
frameNum="424" vmaf="96.152694"
frameNum="426" vmaf="95.623278"
frameNum="428" vmaf="95.498823"
frameNum="430" vmaf="95.692356"
frameNum="432" vmaf="95.667000"
frameNum="434" vmaf="95.983577"
frameNum="436" vmaf="95.597442"
frameNum="438" vmaf="96.124446"
frameNum="440" vmaf="95.554351"
frameNum="442" vmaf="95.835258"
frameNum="444" vmaf="95.599038"
frameNum="446" vmaf="95.615689"
frameNum="448" vmaf="95.274976"
frameNum="450" vmaf="95.304486"
frameNum="452" vmaf="95.290619"
frameNum="454" vmaf="95.397823"
frameNum="456" vmaf="95.292982"
frameNum="458" vmaf="95.492660"
frameNum="460" vmaf="95.347079"
frameNum="462" vmaf="95.459671"
frameNum="464" vmaf="95.592813"
frameNum="466" vmaf="95.467382"
frameNum="468" vmaf="95.509987"
frameNum="470" vmaf="95.513687"
frameNum="472" vmaf="95.505917"
frameNum="474" vmaf="95.522556"
frameNum="476" vmaf="95.416623"
frameNum="478" vmaf="95.410976"
frameNum="480" vmaf="95.453961"
frameNum="482" vmaf="95.451693"
frameNum="484" vmaf="95.424734"
frameNum="486" vmaf="95.417083"
frameNum="488" vmaf="95.446312"
frameNum="490" vmaf="95.379922"
frameNum="492" vmaf="95.624560"
frameNum="494" vmaf="95.458836"
frameNum="496" vmaf="95.564151"
frameNum="498" vmaf="95.553723"
frameNum="500" vmaf="96.372120"
frameNum="502" vmaf="95.461990"
frameNum="504" vmaf="95.647207"
frameNum="506" vmaf="95.284653"
frameNum="508" vmaf="95.385701"
frameNum="510" vmaf="95.549551"
frameNum="512" vmaf="95.597158"
frameNum="514" vmaf="95.520268"
frameNum="516" vmaf="95.525512"
frameNum="518" vmaf="95.470223"
frameNum="520" vmaf="95.300485"
frameNum="522" vmaf="95.464113"
frameNum="524" vmaf="95.562721"
frameNum="526" vmaf="95.450242"
frameNum="528" vmaf="95.508831"
frameNum="530" vmaf="95.477181"
frameNum="532" vmaf="95.423768"
frameNum="534" vmaf="95.427331"
frameNum="536" vmaf="95.618188"
frameNum="538" vmaf="95.614050"
frameNum="540" vmaf="95.595729"
frameNum="542" vmaf="95.618202"
frameNum="544" vmaf="96.004365"
frameNum="546" vmaf="95.504597"
frameNum="548" vmaf="95.597982"
frameNum="550" vmaf="95.331965"
frameNum="552" vmaf="95.592535"
frameNum="554" vmaf="95.370415"
frameNum="556" vmaf="95.430113"
frameNum="558" vmaf="96.085246"
frameNum="560" vmaf="95.640208"
frameNum="562" vmaf="95.216999"
frameNum="564" vmaf="94.929584"
frameNum="566" vmaf="95.014304"
frameNum="568" vmaf="94.848418"
frameNum="570" vmaf="94.558784"
frameNum="572" vmaf="94.952215"
frameNum="574" vmaf="94.893060"
frameNum="576" vmaf="95.077510"
frameNum="578" vmaf="94.844236"
frameNum="580" vmaf="95.016358"
