frameNum="0" vmaf="95.835189"
frameNum="2" vmaf="100.000000"
frameNum="4" vmaf="100.000000"
frameNum="6" vmaf="100.000000"
frameNum="8" vmaf="100.000000"
frameNum="10" vmaf="99.223628"
frameNum="12" vmaf="98.505834"
frameNum="14" vmaf="97.385547"
frameNum="16" vmaf="96.516474"
frameNum="18" vmaf="98.685679"
frameNum="20" vmaf="99.753916"
frameNum="22" vmaf="99.713213"
frameNum="24" vmaf="100.000000"
frameNum="26" vmaf="98.320000"
frameNum="28" vmaf="94.692967"
frameNum="30" vmaf="90.495139"
frameNum="32" vmaf="88.606842"
frameNum="34" vmaf="86.471579"
frameNum="36" vmaf="85.340971"
frameNum="38" vmaf="86.903278"
frameNum="40" vmaf="87.436748"
frameNum="42" vmaf="88.078674"
frameNum="44" vmaf="89.520136"
frameNum="46" vmaf="89.799967"
frameNum="48" vmaf="89.865046"
frameNum="50" vmaf="90.785218"
frameNum="52" vmaf="89.125552"
frameNum="54" vmaf="89.547259"
frameNum="56" vmaf="89.235101"
frameNum="58" vmaf="88.359974"
frameNum="60" vmaf="88.355667"
frameNum="62" vmaf="86.250506"
frameNum="64" vmaf="85.517502"
frameNum="66" vmaf="85.647612"
frameNum="68" vmaf="85.566012"
frameNum="70" vmaf="85.825725"
frameNum="72" vmaf="85.814262"
frameNum="74" vmaf="84.707103"
frameNum="76" vmaf="84.225402"
frameNum="78" vmaf="83.557629"
frameNum="80" vmaf="83.657345"
frameNum="82" vmaf="83.851996"
frameNum="84" vmaf="83.699994"
frameNum="86" vmaf="83.690645"
frameNum="88" vmaf="84.569137"
frameNum="90" vmaf="84.872875"
frameNum="92" vmaf="85.250155"
frameNum="94" vmaf="86.638298"
frameNum="96" vmaf="87.059278"
frameNum="98" vmaf="87.112241"
frameNum="100" vmaf="86.573934"
frameNum="102" vmaf="88.410489"
frameNum="104" vmaf="86.036429"
frameNum="106" vmaf="85.435483"
frameNum="108" vmaf="88.094101"
frameNum="110" vmaf="88.360768"
frameNum="112" vmaf="89.062785"
frameNum="114" vmaf="87.568935"
frameNum="116" vmaf="87.354420"
frameNum="118" vmaf="84.778590"
frameNum="120" vmaf="87.836409"
frameNum="122" vmaf="85.861102"
frameNum="124" vmaf="88.398288"
frameNum="126" vmaf="88.899985"
frameNum="128" vmaf="88.707616"
frameNum="130" vmaf="88.285182"
frameNum="132" vmaf="88.578093"
frameNum="134" vmaf="89.581431"
frameNum="136" vmaf="86.825985"
frameNum="138" vmaf="86.170885"
frameNum="140" vmaf="85.788663"
frameNum="142" vmaf="84.926908"
frameNum="144" vmaf="83.922239"
frameNum="146" vmaf="83.283001"
frameNum="148" vmaf="83.427766"
frameNum="150" vmaf="82.695516"
frameNum="152" vmaf="82.148128"
frameNum="154" vmaf="82.370147"
frameNum="156" vmaf="82.493641"
frameNum="158" vmaf="82.398175"
frameNum="160" vmaf="81.406446"
frameNum="162" vmaf="81.795577"
frameNum="164" vmaf="81.219608"
frameNum="166" vmaf="78.550870"
frameNum="168" vmaf="77.910995"
frameNum="170" vmaf="77.363768"
frameNum="172" vmaf="77.382516"
frameNum="174" vmaf="73.757132"
frameNum="176" vmaf="74.597865"
frameNum="178" vmaf="74.446377"
frameNum="180" vmaf="74.425512"
frameNum="182" vmaf="74.361869"
frameNum="184" vmaf="71.186483"
frameNum="186" vmaf="69.556431"
frameNum="188" vmaf="69.995375"
frameNum="190" vmaf="71.117597"
frameNum="192" vmaf="70.719633"
frameNum="194" vmaf="70.698668"
frameNum="196" vmaf="70.741235"
frameNum="198" vmaf="71.056238"
frameNum="200" vmaf="71.680958"
frameNum="202" vmaf="70.942517"
frameNum="204" vmaf="71.588735"
frameNum="206" vmaf="72.345082"
frameNum="208" vmaf="73.386225"
frameNum="210" vmaf="73.821931"
frameNum="212" vmaf="76.651567"
frameNum="214" vmaf="78.508323"
frameNum="216" vmaf="79.944126"
frameNum="218" vmaf="80.548234"
frameNum="220" vmaf="80.470677"
frameNum="222" vmaf="75.065500"
frameNum="224" vmaf="72.868369"
frameNum="226" vmaf="72.100796"
frameNum="228" vmaf="71.651546"
frameNum="230" vmaf="72.997290"
frameNum="232" vmaf="77.634736"
frameNum="234" vmaf="83.333831"
frameNum="236" vmaf="80.882745"
frameNum="238" vmaf="77.652802"
frameNum="240" vmaf="74.022658"
frameNum="242" vmaf="68.976454"
frameNum="244" vmaf="65.822974"
frameNum="246" vmaf="67.822558"
frameNum="248" vmaf="70.627441"
frameNum="250" vmaf="80.427883"
frameNum="252" vmaf="75.968862"
frameNum="254" vmaf="77.762021"
frameNum="256" vmaf="78.287512"
frameNum="258" vmaf="73.950400"
frameNum="260" vmaf="70.520492"
frameNum="262" vmaf="67.693633"
frameNum="264" vmaf="66.471090"
frameNum="266" vmaf="69.021663"
frameNum="268" vmaf="66.351193"
frameNum="270" vmaf="66.576945"
