frameNum="0" vmaf="96.250456"
frameNum="2" vmaf="100.000000"
frameNum="4" vmaf="100.000000"
frameNum="6" vmaf="89.782220"
frameNum="8" vmaf="96.213756"
frameNum="10" vmaf="80.276519"
frameNum="12" vmaf="70.155889"
frameNum="14" vmaf="83.604235"
frameNum="16" vmaf="63.637363"
frameNum="18" vmaf="81.725001"
frameNum="20" vmaf="62.094407"
frameNum="22" vmaf="57.120588"
frameNum="24" vmaf="74.114984"
frameNum="26" vmaf="56.108258"
frameNum="28" vmaf="76.177715"
frameNum="30" vmaf="60.777603"
frameNum="32" vmaf="54.850372"
frameNum="34" vmaf="72.004894"
frameNum="36" vmaf="55.949152"
frameNum="38" vmaf="73.932982"
frameNum="40" vmaf="60.555971"
frameNum="42" vmaf="60.525322"
frameNum="44" vmaf="76.165050"
frameNum="46" vmaf="60.652085"
frameNum="48" vmaf="81.080439"
frameNum="50" vmaf="64.801991"
frameNum="52" vmaf="60.265263"
frameNum="54" vmaf="75.658980"
frameNum="56" vmaf="60.478292"
frameNum="58" vmaf="82.827414"
frameNum="60" vmaf="69.570319"
frameNum="62" vmaf="63.436952"
frameNum="64" vmaf="73.935698"
frameNum="66" vmaf="60.570985"
frameNum="68" vmaf="75.695183"
frameNum="70" vmaf="67.709926"
frameNum="72" vmaf="65.149726"
frameNum="74" vmaf="75.025711"
frameNum="76" vmaf="62.774240"
frameNum="78" vmaf="73.424967"
frameNum="80" vmaf="68.875837"
frameNum="82" vmaf="70.884571"
frameNum="84" vmaf="76.762951"
frameNum="86" vmaf="71.826113"
frameNum="88" vmaf="80.411407"
frameNum="90" vmaf="75.618843"
frameNum="92" vmaf="71.946291"
frameNum="94" vmaf="79.934963"
frameNum="96" vmaf="73.410621"
frameNum="98" vmaf="82.121641"
frameNum="100" vmaf="75.484683"
frameNum="102" vmaf="72.848573"
frameNum="104" vmaf="81.764734"
frameNum="106" vmaf="75.721635"
frameNum="108" vmaf="86.012219"
frameNum="110" vmaf="77.314918"
frameNum="112" vmaf="74.126891"
frameNum="114" vmaf="80.317847"
frameNum="116" vmaf="72.506653"
frameNum="118" vmaf="82.461812"
frameNum="120" vmaf="74.617474"
frameNum="122" vmaf="76.379172"
frameNum="124" vmaf="82.713174"
frameNum="126" vmaf="74.059353"
frameNum="128" vmaf="81.149556"
frameNum="130" vmaf="76.702305"
frameNum="132" vmaf="74.141169"
frameNum="134" vmaf="78.872649"
frameNum="136" vmaf="72.872977"
frameNum="138" vmaf="82.405713"
frameNum="140" vmaf="75.562489"
frameNum="142" vmaf="72.874590"
frameNum="144" vmaf="83.746274"
frameNum="146" vmaf="76.322829"
frameNum="148" vmaf="85.152683"
frameNum="150" vmaf="80.252633"
frameNum="152" vmaf="80.675601"
frameNum="154" vmaf="87.119195"
frameNum="156" vmaf="83.281330"
frameNum="158" vmaf="90.552919"
frameNum="160" vmaf="85.527150"
frameNum="162" vmaf="85.630416"
frameNum="164" vmaf="91.394809"
frameNum="166" vmaf="85.443827"
frameNum="168" vmaf="93.256617"
frameNum="170" vmaf="91.937208"
frameNum="172" vmaf="89.533172"
frameNum="174" vmaf="95.321066"
frameNum="176" vmaf="93.743967"
frameNum="178" vmaf="96.210094"
frameNum="180" vmaf="93.486863"
frameNum="182" vmaf="90.740522"
frameNum="184" vmaf="96.588344"
frameNum="186" vmaf="97.760195"
frameNum="188" vmaf="98.128979"
frameNum="190" vmaf="94.200083"
frameNum="192" vmaf="90.595432"
frameNum="194" vmaf="94.269201"
frameNum="196" vmaf="94.874772"
frameNum="198" vmaf="93.456088"
frameNum="200" vmaf="93.816918"
frameNum="202" vmaf="93.263723"
frameNum="204" vmaf="95.596829"
frameNum="206" vmaf="94.463017"
frameNum="208" vmaf="93.963500"
frameNum="210" vmaf="97.335185"
frameNum="212" vmaf="95.079948"
frameNum="214" vmaf="93.716998"
frameNum="216" vmaf="92.965489"
frameNum="218" vmaf="93.151592"
frameNum="220" vmaf="94.058457"
frameNum="222" vmaf="94.026666"
frameNum="224" vmaf="94.919674"
frameNum="226" vmaf="95.916728"
frameNum="228" vmaf="95.227055"
frameNum="230" vmaf="93.657703"
frameNum="232" vmaf="91.360183"
frameNum="234" vmaf="90.060064"
frameNum="236" vmaf="92.071552"
frameNum="238" vmaf="94.656820"
frameNum="240" vmaf="95.710245"
frameNum="242" vmaf="94.459808"
frameNum="244" vmaf="98.562144"
frameNum="246" vmaf="97.548227"
frameNum="248" vmaf="97.885347"
