frameNum="0" vmaf="96.638170"
frameNum="10" vmaf="93.280407"
frameNum="20" vmaf="87.783264"
frameNum="30" vmaf="84.325812"
frameNum="40" vmaf="84.791319"
frameNum="50" vmaf="84.343872"
frameNum="60" vmaf="82.422817"
frameNum="70" vmaf="82.598687"
frameNum="80" vmaf="81.103727"
frameNum="90" vmaf="86.391431"
frameNum="100" vmaf="85.612225"
frameNum="110" vmaf="83.147656"
frameNum="120" vmaf="86.197776"
frameNum="130" vmaf="85.166676"
frameNum="140" vmaf="100.000000"
frameNum="150" vmaf="100.000000"
frameNum="160" vmaf="88.641672"
frameNum="170" vmaf="75.211593"
frameNum="180" vmaf="74.173087"
frameNum="190" vmaf="74.390441"
frameNum="200" vmaf="79.470643"
frameNum="210" vmaf="82.844854"
frameNum="220" vmaf="79.981854"
frameNum="230" vmaf="82.566328"
frameNum="240" vmaf="79.711810"
