frameNum="0" vmaf="96.707082"
frameNum="10" vmaf="98.302684"
frameNum="20" vmaf="100.000000"
frameNum="30" vmaf="97.895888"
frameNum="40" vmaf="98.277117"
frameNum="50" vmaf="97.848157"
frameNum="60" vmaf="98.559813"
frameNum="70" vmaf="96.940048"
frameNum="80" vmaf="98.951459"
frameNum="90" vmaf="100.000000"
frameNum="100" vmaf="99.315700"
frameNum="110" vmaf="100.000000"
frameNum="120" vmaf="100.000000"
frameNum="130" vmaf="100.000000"
frameNum="140" vmaf="100.000000"
frameNum="150" vmaf="97.813622"
frameNum="160" vmaf="100.000000"
frameNum="170" vmaf="98.450145"
frameNum="180" vmaf="99.570787"
frameNum="190" vmaf="99.359107"
frameNum="200" vmaf="98.604846"
frameNum="210" vmaf="97.481452"
frameNum="220" vmaf="97.156283"
frameNum="230" vmaf="97.335141"
frameNum="240" vmaf="97.495286"
frameNum="250" vmaf="97.137416"
frameNum="260" vmaf="100.000000"
frameNum="270" vmaf="100.000000"
frameNum="280" vmaf="99.535432"
frameNum="290" vmaf="98.679626"
