frameNum="0" vmaf="96.606327"
frameNum="10" vmaf="97.878877"
frameNum="20" vmaf="97.716074"
frameNum="30" vmaf="97.551105"
frameNum="40" vmaf="97.471033"
frameNum="50" vmaf="97.604641"
frameNum="60" vmaf="97.607779"
frameNum="70" vmaf="97.653155"
frameNum="80" vmaf="97.619246"
frameNum="90" vmaf="97.630298"
frameNum="100" vmaf="97.654380"
frameNum="110" vmaf="97.299559"
frameNum="120" vmaf="97.906399"
frameNum="130" vmaf="97.402894"
frameNum="140" vmaf="97.945238"
frameNum="150" vmaf="98.286418"
frameNum="160" vmaf="97.741240"
frameNum="170" vmaf="98.183331"
frameNum="180" vmaf="98.914079"
frameNum="190" vmaf="98.420926"
frameNum="200" vmaf="98.146806"
frameNum="210" vmaf="99.583416"
frameNum="220" vmaf="97.868800"
frameNum="230" vmaf="96.919237"
frameNum="240" vmaf="97.561824"
