frameNum="0" vmaf="95.483131"
frameNum="10" vmaf="84.954024"
frameNum="20" vmaf="80.105287"
frameNum="30" vmaf="80.226187"
frameNum="40" vmaf="80.611809"
frameNum="50" vmaf="94.908665"
frameNum="60" vmaf="90.645885"
frameNum="70" vmaf="94.962499"
frameNum="80" vmaf="93.830205"
frameNum="90" vmaf="93.531807"
frameNum="100" vmaf="93.110575"
frameNum="110" vmaf="94.776585"
frameNum="120" vmaf="94.457624"
frameNum="130" vmaf="89.588848"
frameNum="140" vmaf="86.661935"
frameNum="150" vmaf="85.577774"
frameNum="160" vmaf="92.677661"
frameNum="170" vmaf="90.661563"
frameNum="180" vmaf="83.909231"
frameNum="190" vmaf="86.938197"
frameNum="200" vmaf="94.219599"
frameNum="210" vmaf="94.244128"
frameNum="220" vmaf="94.440501"
frameNum="230" vmaf="94.410439"
frameNum="240" vmaf="100.000000"
