frameNum="0" vmaf="95.711079"
frameNum="5" vmaf="92.534944"
frameNum="10" vmaf="91.885375"
frameNum="15" vmaf="91.395106"
frameNum="20" vmaf="92.354778"
frameNum="25" vmaf="91.424689"
frameNum="30" vmaf="92.797208"
frameNum="35" vmaf="92.010488"
frameNum="40" vmaf="91.677651"
frameNum="45" vmaf="90.843844"
frameNum="50" vmaf="90.381695"
frameNum="55" vmaf="90.143423"
frameNum="60" vmaf="90.004571"
frameNum="65" vmaf="90.095697"
frameNum="70" vmaf="89.891600"
frameNum="75" vmaf="89.881432"
frameNum="80" vmaf="89.971012"
frameNum="85" vmaf="90.073069"
frameNum="90" vmaf="90.254306"
frameNum="95" vmaf="90.319469"
frameNum="100" vmaf="89.925051"
frameNum="105" vmaf="89.593454"
frameNum="110" vmaf="90.019466"
frameNum="115" vmaf="90.396383"
frameNum="120" vmaf="89.898001"
frameNum="125" vmaf="89.584409"
frameNum="130" vmaf="89.744562"
frameNum="135" vmaf="89.503412"
frameNum="140" vmaf="90.121204"
frameNum="145" vmaf="89.842905"
frameNum="150" vmaf="90.182826"
frameNum="155" vmaf="89.853424"
frameNum="160" vmaf="90.319216"
frameNum="165" vmaf="89.945187"
frameNum="170" vmaf="90.383414"
frameNum="175" vmaf="90.780083"
frameNum="180" vmaf="91.105040"
frameNum="185" vmaf="91.205999"
frameNum="190" vmaf="91.361073"
frameNum="195" vmaf="91.407529"
frameNum="200" vmaf="91.619302"
frameNum="205" vmaf="91.764030"
frameNum="210" vmaf="91.864775"
frameNum="215" vmaf="91.765485"
frameNum="220" vmaf="92.099658"
frameNum="225" vmaf="91.631689"
frameNum="230" vmaf="92.229613"
frameNum="235" vmaf="91.902449"
frameNum="240" vmaf="92.460656"
frameNum="245" vmaf="92.011340"
frameNum="250" vmaf="94.640960"
frameNum="255" vmaf="92.508576"
frameNum="260" vmaf="98.870616"
frameNum="265" vmaf="94.660081"
frameNum="270" vmaf="92.577039"
frameNum="275" vmaf="92.303330"
frameNum="280" vmaf="88.911190"
frameNum="285" vmaf="89.301374"
frameNum="290" vmaf="89.136366"
frameNum="295" vmaf="89.409710"
frameNum="300" vmaf="89.751082"
frameNum="305" vmaf="90.607556"
frameNum="310" vmaf="89.971020"
frameNum="315" vmaf="89.567276"
frameNum="320" vmaf="90.254241"
frameNum="325" vmaf="90.449280"
frameNum="330" vmaf="90.551309"
frameNum="335" vmaf="90.551913"
frameNum="340" vmaf="90.561513"
frameNum="345" vmaf="90.649199"
frameNum="350" vmaf="90.320655"
frameNum="355" vmaf="90.461466"
frameNum="360" vmaf="90.600465"
frameNum="365" vmaf="90.609774"
frameNum="370" vmaf="90.528709"
frameNum="375" vmaf="90.809531"
frameNum="380" vmaf="91.256491"
frameNum="385" vmaf="90.898460"
frameNum="390" vmaf="91.148319"
frameNum="395" vmaf="90.721812"
frameNum="400" vmaf="91.120719"
frameNum="405" vmaf="90.902407"
frameNum="410" vmaf="90.751015"
frameNum="415" vmaf="90.718771"
frameNum="420" vmaf="90.887269"
frameNum="425" vmaf="90.834149"
frameNum="430" vmaf="90.914921"
frameNum="435" vmaf="90.610040"
frameNum="440" vmaf="90.532471"
frameNum="445" vmaf="90.442755"
frameNum="450" vmaf="90.474728"
frameNum="455" vmaf="90.355533"
frameNum="460" vmaf="90.462473"
frameNum="465" vmaf="96.096760"
frameNum="470" vmaf="96.600616"
frameNum="475" vmaf="94.373452"
frameNum="480" vmaf="90.770862"
frameNum="485" vmaf="91.263618"
frameNum="490" vmaf="91.219679"
frameNum="495" vmaf="91.337168"
frameNum="500" vmaf="93.991139"
frameNum="505" vmaf="91.980549"
frameNum="510" vmaf="91.674897"
frameNum="515" vmaf="91.438010"
frameNum="520" vmaf="90.830158"
frameNum="525" vmaf="90.997526"
frameNum="530" vmaf="90.081899"
frameNum="535" vmaf="90.107489"
frameNum="540" vmaf="90.482146"
frameNum="545" vmaf="90.772045"
frameNum="550" vmaf="90.163900"
frameNum="555" vmaf="90.489941"
frameNum="560" vmaf="90.349189"
frameNum="565" vmaf="90.404484"
frameNum="570" vmaf="90.292439"
frameNum="575" vmaf="90.406089"
frameNum="580" vmaf="90.515745"
frameNum="585" vmaf="90.748876"
frameNum="590" vmaf="90.045025"
frameNum="595" vmaf="90.243889"
frameNum="600" vmaf="90.381230"
frameNum="605" vmaf="90.547943"
frameNum="610" vmaf="90.114155"
frameNum="615" vmaf="90.552112"
