frameNum="0" vmaf="95.501641"
frameNum="5" vmaf="100.000000"
frameNum="10" vmaf="94.808218"
frameNum="15" vmaf="92.801933"
frameNum="20" vmaf="100.000000"
frameNum="25" vmaf="94.712388"
frameNum="30" vmaf="90.444232"
frameNum="35" vmaf="90.694970"
frameNum="40" vmaf="92.993907"
frameNum="45" vmaf="92.030481"
frameNum="50" vmaf="92.266721"
frameNum="55" vmaf="90.444361"
frameNum="60" vmaf="90.923239"
frameNum="65" vmaf="88.979007"
frameNum="70" vmaf="88.994663"
frameNum="75" vmaf="89.134701"
frameNum="80" vmaf="88.732924"
frameNum="85" vmaf="88.417378"
frameNum="90" vmaf="92.782608"
frameNum="95" vmaf="92.955624"
frameNum="100" vmaf="87.226652"
frameNum="105" vmaf="90.288285"
frameNum="110" vmaf="88.865586"
frameNum="115" vmaf="91.302670"
frameNum="120" vmaf="86.584929"
frameNum="125" vmaf="87.397235"
frameNum="130" vmaf="91.417616"
frameNum="135" vmaf="89.238844"
frameNum="140" vmaf="86.574044"
frameNum="145" vmaf="87.564309"
frameNum="150" vmaf="87.849856"
frameNum="155" vmaf="86.271008"
frameNum="160" vmaf="81.787917"
frameNum="165" vmaf="89.483636"
frameNum="170" vmaf="83.471091"
frameNum="175" vmaf="85.941670"
frameNum="180" vmaf="88.066499"
frameNum="185" vmaf="89.853622"
frameNum="190" vmaf="83.498581"
frameNum="195" vmaf="86.094334"
frameNum="200" vmaf="84.424569"
frameNum="205" vmaf="90.336216"
frameNum="210" vmaf="89.228319"
frameNum="215" vmaf="85.617398"
frameNum="220" vmaf="84.925367"
frameNum="225" vmaf="80.805443"
frameNum="230" vmaf="89.768880"
frameNum="235" vmaf="83.542693"
frameNum="240" vmaf="86.906365"
frameNum="245" vmaf="87.464245"
frameNum="250" vmaf="90.744630"
frameNum="255" vmaf="84.630969"
frameNum="260" vmaf="78.581154"
frameNum="265" vmaf="81.848687"
frameNum="270" vmaf="83.665975"
frameNum="275" vmaf="83.124641"
frameNum="280" vmaf="85.624661"
frameNum="285" vmaf="84.516835"
frameNum="290" vmaf="86.418594"
frameNum="295" vmaf="86.855021"
