frameNum="0" vmaf="97.048602"
frameNum="5" vmaf="100.000000"
frameNum="10" vmaf="98.162313"
frameNum="15" vmaf="93.926284"
frameNum="20" vmaf="92.685601"
frameNum="25" vmaf="92.671053"
frameNum="30" vmaf="92.015778"
frameNum="35" vmaf="91.146842"
frameNum="40" vmaf="92.796503"
frameNum="45" vmaf="90.312857"
frameNum="50" vmaf="89.535197"
frameNum="55" vmaf="90.601059"
frameNum="60" vmaf="90.717001"
frameNum="65" vmaf="90.567029"
frameNum="70" vmaf="91.630253"
frameNum="75" vmaf="91.490747"
frameNum="80" vmaf="92.380857"
frameNum="85" vmaf="99.097614"
frameNum="90" vmaf="95.614644"
frameNum="95" vmaf="93.878923"
frameNum="100" vmaf="92.942756"
frameNum="105" vmaf="89.836416"
frameNum="110" vmaf="90.276117"
frameNum="115" vmaf="89.655514"
frameNum="120" vmaf="90.224974"
frameNum="125" vmaf="89.754580"
frameNum="130" vmaf="91.524356"
frameNum="135" vmaf="92.290612"
frameNum="140" vmaf="91.538896"
frameNum="145" vmaf="90.198181"
frameNum="150" vmaf="89.921130"
frameNum="155" vmaf="90.542263"
frameNum="160" vmaf="91.940844"
frameNum="165" vmaf="91.163500"
frameNum="170" vmaf="97.874475"
frameNum="175" vmaf="93.216723"
frameNum="180" vmaf="92.481187"
frameNum="185" vmaf="92.701099"
frameNum="190" vmaf="90.423870"
frameNum="195" vmaf="90.380376"
frameNum="200" vmaf="91.682165"
frameNum="205" vmaf="90.851977"
frameNum="210" vmaf="90.389132"
frameNum="215" vmaf="90.671288"
frameNum="220" vmaf="89.401274"
frameNum="225" vmaf="89.360811"
frameNum="230" vmaf="91.144760"
frameNum="235" vmaf="90.863282"
frameNum="240" vmaf="90.800199"
frameNum="245" vmaf="89.750221"
frameNum="250" vmaf="94.959035"
frameNum="255" vmaf="100.000000"
frameNum="260" vmaf="92.802625"
frameNum="265" vmaf="92.859177"
frameNum="270" vmaf="91.130990"
frameNum="275" vmaf="90.600393"
frameNum="280" vmaf="89.951010"
frameNum="285" vmaf="89.784064"
frameNum="290" vmaf="88.993784"
frameNum="295" vmaf="90.653228"
