frameNum="0" vmaf="96.183453"
frameNum="5" vmaf="94.902561"
frameNum="10" vmaf="95.268823"
frameNum="15" vmaf="95.881342"
frameNum="20" vmaf="95.383066"
frameNum="25" vmaf="95.890729"
frameNum="30" vmaf="96.060350"
frameNum="35" vmaf="95.990835"
frameNum="40" vmaf="96.097645"
frameNum="45" vmaf="95.504471"
frameNum="50" vmaf="96.212586"
frameNum="55" vmaf="95.747725"
frameNum="60" vmaf="96.472271"
frameNum="65" vmaf="96.163155"
frameNum="70" vmaf="96.532738"
frameNum="75" vmaf="96.992216"
frameNum="80" vmaf="95.493125"
frameNum="85" vmaf="95.930472"
frameNum="90" vmaf="96.894235"
frameNum="95" vmaf="97.115190"
frameNum="100" vmaf="97.721324"
frameNum="105" vmaf="97.040708"
frameNum="110" vmaf="96.721389"
frameNum="115" vmaf="96.775184"
frameNum="120" vmaf="96.909618"
frameNum="125" vmaf="96.609233"
frameNum="130" vmaf="96.673499"
frameNum="135" vmaf="95.995051"
frameNum="140" vmaf="96.380567"
frameNum="145" vmaf="95.843954"
frameNum="150" vmaf="95.504127"
frameNum="155" vmaf="96.095706"
frameNum="160" vmaf="96.959139"
frameNum="165" vmaf="96.452936"
frameNum="170" vmaf="96.955019"
frameNum="175" vmaf="96.699397"
frameNum="180" vmaf="97.178160"
frameNum="185" vmaf="97.870038"
frameNum="190" vmaf="97.567091"
frameNum="195" vmaf="98.197222"
frameNum="200" vmaf="94.975238"
frameNum="205" vmaf="95.168063"
frameNum="210" vmaf="95.867318"
frameNum="215" vmaf="95.945171"
frameNum="220" vmaf="95.951721"
frameNum="225" vmaf="96.003101"
frameNum="230" vmaf="96.020201"
frameNum="235" vmaf="95.879026"
